2.427124	-1.155997	0.544695	0.116829	-0.135299	-0.331683	-0.369030	-0.183355	-0.279962	-0.055740	0.143445	-0.073714	
2.463062	-1.102858	0.482945	0.072794	-0.162399	-0.275926	-0.418156	-0.208657	-0.152683	-0.044127	0.127884	-0.003790	
2.505875	-1.019300	0.292985	0.359323	-0.197214	-0.472139	-0.446871	-0.176338	-0.016708	-0.015798	0.018295	0.040936	
2.434870	-1.150749	0.351474	0.032454	-0.188828	-0.311115	-0.430680	-0.109068	-0.048150	-0.097508	0.120017	0.121952	
2.309205	-1.112857	0.663016	0.396835	-0.067647	-0.428776	-0.476290	-0.170403	-0.128280	-0.097628	-0.000856	-0.048361	
2.389282	-0.785719	0.738250	0.251327	0.015088	-0.200309	-0.440388	-0.096444	-0.105270	-0.176151	0.087976	-0.008239	
1.738312	-0.680616	0.847647	-0.085398	-0.004452	0.123559	-0.302804	-0.036161	0.035322	-0.215506	-0.002019	0.102867	
1.982132	-0.445326	0.873631	0.176956	0.075900	0.029997	-0.277869	0.048535	0.096470	-0.112676	0.091214	0.109761	
2.174492	-0.618550	0.704448	0.995002	0.113995	-0.134333	0.194241	-0.088530	-0.238387	-0.087790	-0.051606	-0.111841	
1.919339	-0.849765	1.036246	0.932303	-0.065546	0.074152	0.278541	-0.100878	-0.212555	-0.008493	-0.033065	-0.127038	
2.290006	-0.559104	0.455575	0.727544	-0.036021	0.076490	0.138854	-0.252573	-0.198305	0.117057	0.047151	-0.136916	
1.972486	-0.461032	0.846806	0.688801	0.193932	0.287297	0.220479	-0.175778	-0.087382	0.059781	-0.039761	-0.051907	
1.945304	-0.651507	1.004947	0.866120	-0.030531	0.094407	0.054235	-0.203384	-0.058773	-0.021131	-0.179532	-0.086149	
1.853074	-0.619482	0.917661	0.666722	-0.019684	0.201760	0.114066	-0.172755	-0.061006	-0.094425	-0.103922	0.030417	
2.053895	-0.600962	0.920230	0.636126	0.028000	0.125890	-0.095639	-0.196655	-0.020591	-0.172493	-0.133989	0.080496	
1.800565	-0.718339	0.908324	0.755587	0.194305	0.136933	-0.054105	-0.082462	0.079443	-0.115977	-0.167727	0.013414	
1.854811	-2.122295	0.420504	0.431142	0.343620	0.546612	0.135010	-0.150451	-0.246216	-0.132981	0.179308	0.050058	
1.677857	-2.066120	0.430910	0.466703	0.493233	0.484576	0.042948	-0.101797	-0.247997	-0.085357	0.253583	-0.001934	
1.899103	-0.779643	-0.437637	0.498740	0.136793	0.591947	0.459834	-0.006299	-0.267938	0.057339	0.086789	-0.067275	
1.698531	-0.940492	-0.108712	0.579276	0.187598	0.600068	0.538321	-0.059395	-0.274445	0.124461	0.243164	0.038675	
-0.182875	-0.889567	-0.134131	-0.238374	0.115941	-0.003912	0.214986	0.084234	-0.012337	0.064007	-0.031214	-0.035615	
-0.003983	-0.352517	0.422272	0.174262	0.467535	0.076690	0.334247	0.177468	-0.004330	0.132312	0.035422	-0.024809	
1.653057	-0.771235	0.101946	0.030882	0.258561	0.378716	0.268503	-0.011708	0.032742	0.080230	-0.010179	-0.090445	
1.580613	-0.400960	0.752897	0.188362	0.285697	0.360966	0.233193	0.066511	0.076957	0.065672	0.010242	0.072193	
0.973778	-1.800422	0.267577	1.011333	0.433010	0.291078	0.261980	-0.271076	-0.085269	0.345059	0.201598	-0.137543	
0.858424	-1.765975	0.375161	1.062491	0.412060	0.308663	0.142508	-0.201282	0.054399	0.296546	0.134746	-0.089070	
0.985589	-1.804988	0.168125	1.190098	0.380173	0.195118	0.260285	-0.140036	-0.094374	0.240691	0.210327	-0.075442	
0.839389	-1.791607	0.267091	1.204815	0.437356	0.109949	0.229624	-0.049646	-0.025267	0.178680	0.185521	-0.009271	
1.543459	-1.740999	0.227733	0.506247	0.432033	0.434252	0.139693	-0.183761	-0.224374	-0.044103	0.122780	0.032277	
1.563335	-1.913332	0.396756	0.589751	0.458157	0.483954	0.077147	-0.222028	-0.161423	0.066480	0.177717	-0.021859	
1.032927	-1.941062	0.416898	1.012580	0.383589	0.288040	0.135227	-0.138936	0.011313	0.179291	0.120377	0.018829	
1.076500	-1.764059	0.637762	0.770870	0.450958	0.382119	0.033547	-0.060149	0.104073	0.118584	0.112666	0.049181	
