20	20	24	24	12	14	14	14	14	12	12	12	12	12	12	12	24	15	8	6	6	16	6	6	6	15	6	7	7	6	6	8	8	32	32	16	16	16	32	32	32	32	16	32	32	8	8	8	8	8	8	8	8	16	24	24	32	24	12	16	16	12	12	26	32	32	26	26	26	26	26	26	12	12	10	9	12	12	12	12	10	9	10	9	13	10	10	13	12	12	25	25	12	12	12	12	10	25	12	10	10	10	12	10	10	13	9	10	10	10	10	28	28	28	28	28	28	32	16	16	16	16	16	12	16	16	9	9	16	16	
24	24	24	12	12	15	15	15	15	15	15	8	7	7	24	15	8	8	8	6	6	6	6	6	6	6	6	7	7	7	8	8	8	8	6	8	8	8	6	6	6	8	8	6	6	6	6	6	6	6	6	6	6	6	6	6	16	16	16	16	24	24	22	9	12	12	12	16	16	32	32	32	32	32	26	32	32	26	26	26	32	26	32	32	32	26	32	32	32	26	26	26	16	16	16	26	26	26	26	26	26	26	13	26	25	26	26	26	26	26	26	26	26	25	25	25	26	26	26	26	26	32	16	32	16	16	16	16	16	16	
24	24	24	24	24	24	24	24	12	12	16	15	15	7	24	12	16	16	16	8	6	6	6	6	6	6	6	6	7	7	7	6	8	8	8	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	6	6	12	12	16	12	12	12	12	22	24	12	12	12	12	12	12	12	24	24	24	32	22	12	32	32	26	16	16	32	32	32	32	22	32	32	32	32	16	28	32	32	22	22	22	32	32	22	22	32	16	16	16	16	28	32	16	32	32	32	32	32	32	26	22	16	9	9	9	16	26	26	16	16	16	
14	24	24	24	24	24	24	24	24	24	24	16	16	8	16	16	16	16	16	16	6	6	16	16	16	6	6	6	6	6	6	6	6	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	5	16	16	16	9	9	12	12	12	13	12	26	26	26	16	26	32	32	32	26	32	32	26	26	26	26	26	26	26	16	16	16	32	26	26	16	16	16	16	16	16	26	26	16	16	16	16	16	16	26	26	26	26	32	26	16	12	12	12	12	9	5	5	16	16	16	16	16	16	16	16	16	
24	24	24	24	12	24	24	24	24	24	24	24	16	8	8	7	24	24	15	15	15	15	15	6	9	6	6	6	6	15	15	6	6	6	6	6	6	6	6	6	6	6	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	32	16	16	16	16	16	16	16	16	16	32	32	16	12	32	26	32	32	32	32	26	26	16	16	32	32	32	32	32	32	32	26	26	26	26	26	26	26	26	32	32	32	26	26	26	26	26	26	30	30	26	26	32	32	26	32	16	16	16	16	12	16	16	24	24	32	12	16	16	16	16	
14	24	24	24	24	24	24	24	24	24	24	24	24	24	16	16	24	8	16	24	8	7	15	8	8	7	7	6	6	6	6	6	6	6	7	7	7	7	7	8	8	8	8	8	16	16	16	16	16	16	16	16	12	24	24	12	12	12	12	15	15	15	15	15	16	16	12	12	12	12	12	12	12	12	12	12	12	12	12	12	32	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	32	26	26	32	26	26	26	26	26	26	26	32	26	26	30	30	32	26	26	26	26	26	26	26	32	32	16	12	12	32	26	12	12	
24	24	24	24	24	12	12	12	15	15	16	16	8	8	15	15	12	15	15	15	15	6	6	15	15	15	16	16	16	9	9	9	9	16	16	9	9	16	16	9	9	9	12	12	12	12	16	16	16	12	12	24	24	16	16	15	15	15	16	16	12	12	12	12	12	12	12	12	12	12	12	12	12	12	26	32	32	32	32	32	32	12	12	16	32	12	12	32	32	32	32	32	32	26	32	32	12	26	32	32	25	25	26	26	26	25	25	12	30	30	30	30	16	15	15	15	12	30	30	12	16	16	12	12	12	12	12	12	12	12	
24	24	24	24	24	24	12	12	24	16	15	15	8	8	15	24	7	7	7	15	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	16	16	16	16	16	16	16	16	16	16	16	16	24	24	24	24	12	12	16	16	16	16	12	16	16	12	12	12	12	12	12	16	12	16	16	12	12	32	12	12	32	26	12	32	26	26	26	26	26	12	16	12	26	12	16	26	32	32	26	26	25	12	26	30	30	30	12	12	12	15	30	30	32	32	30	12	6	30	12	15	12	12	12	12	16	16	12	12	12	12	12	12	12	12	12	
24	24	24	24	24	24	24	24	24	24	24	24	24	24	12	12	12	24	15	15	15	15	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	8	8	8	8	8	16	8	16	16	7	7	8	16	24	24	16	16	16	16	12	16	16	16	16	15	15	15	15	16	12	12	12	12	12	12	16	16	12	12	12	12	32	32	26	26	32	32	26	26	32	32	32	32	26	26	32	26	26	30	26	26	32	26	26	26	32	30	26	26	26	26	26	26	26	25	30	30	30	30	30	26	30	30	30	30	16	16	32	26	25	30	12	
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	12	8	16	15	7	6	6	6	6	6	6	6	6	6	6	6	6	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	12	12	12	12	12	12	12	12	12	12	12	12	12	32	32	32	32	25	26	32	32	12	30	32	32	26	32	26	26	26	26	26	32	26	26	26	26	26	26	26	26	32	32	30	12	26	26	26	32	32	26	25	25	30	30	30	6	30	26	32	26	26	26	12	16	
