20	20	19	20	20	19	20	20	24	24	24	32	16	16	16	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	28	28	28	28	28	16	32	32	32	32	32	32	32	32	32	32	28	28	32	32	32	32	32	26	9	9	9	9	5	5	9	9	9	9	5	5	5	5	16	16	16	16	16	16	6	9	9	9	15	15	5	6	6	9	15	9	9	13	9	9	16	9	9	12	9	12	12	12	12	12	10	10	12	
20	20	20	20	20	20	20	20	20	20	20	20	20	22	32	32	32	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	28	12	12	28	16	26	32	32	32	32	32	32	32	32	28	28	32	32	28	26	32	32	32	32	26	26	26	26	32	26	26	26	32	32	32	24	24	24	24	24	24	32	32	12	24	24	24	24	20	24	24	24	24	20	20	20	32	32	20	
24	24	24	24	20	20	20	19	20	20	20	20	20	20	20	24	32	32	28	28	9	9	9	9	9	9	9	9	9	10	10	9	9	9	10	10	10	12	10	10	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	16	16	16	32	26	26	32	26	32	32	32	32	32	28	28	32	32	32	26	26	26	26	32	28	28	28	28	28	26	26	28	28	32	28	28	32	26	26	32	26	26	26	28	32	32	32	32	32	24	32	32	22	24	24	
24	24	24	24	24	24	20	20	24	24	20	20	20	24	24	24	22	24	32	32	32	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	28	28	28	28	28	28	28	22	28	26	16	28	28	28	28	28	28	26	28	28	28	28	28	28	28	28	28	28	32	32	28	32	26	32	32	32	32	32	32	24	32	32	32	24	26	32	24	24	24	24	24	24	24	24	24	24	24	22	22	22	22	24	24	24	
24	20	24	24	20	20	24	20	20	20	20	20	20	20	20	20	20	20	24	24	32	32	28	28	28	28	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	10	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	16	16	16	32	32	24	32	26	26	32	32	32	26	32	32	28	28	32	32	32	32	32	28	28	26	28	28	28	28	28	28	28	28	28	28	28	28	28	26	32	32	32	32	22	16	32	32	24	24	32	32	24	24	24	
24	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	24	32	26	28	28	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	16	16	28	28	28	28	16	28	28	28	32	22	22	24	24	22	22	26	32	32	32	32	32	22	32	22	28	22	22	22	32	32	22	22	22	16	16	32	26	26	26	26	26	26	26	26	24	32	26	32	24	32	32	26	24	24	24	24	24	12	32	
20	20	20	20	20	20	20	20	20	20	20	19	24	32	26	28	28	20	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	28	16	28	32	32	22	24	28	28	28	28	32	16	28	28	32	32	28	28	12	12	22	16	10	10	32	28	28	28	28	32	32	28	28	32	32	32	26	26	26	26	28	28	26	26	32	32	12	16	16	32	32	24	32	24	24	32	22	24	24	24	24	24	24	24	24	24	24	12	
24	24	24	24	24	24	24	24	20	20	24	20	20	20	20	20	20	24	24	24	24	20	20	12	12	10	10	10	12	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	13	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	28	28	9	28	32	32	26	28	28	28	32	28	28	28	28	28	32	28	26	26	26	26	26	26	28	22	22	22	16	16	28	26	32	28	28	28	26	26	26	32	28	26	26	26	32	32	16	16	16	26	32	32	32	32	32	32	32	32	32	26	32	
24	20	23	19	23	19	23	19	20	19	19	20	24	24	24	32	32	28	28	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	28	28	32	24	24	32	32	32	32	32	28	28	28	28	26	28	26	26	26	32	32	28	28	28	28	28	32	26	28	28	32	32	32	28	28	28	28	28	28	28	28	28	28	16	32	32	32	32	24	24	24	32	32	24	24	22	22	24	24	24	24	24	24	12	12	26	24	24	24	
24	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	24	32	26	28	28	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	16	16	28	28	28	28	16	28	28	28	32	22	22	24	24	22	22	26	32	32	32	32	32	22	32	22	28	22	22	22	32	32	22	22	22	16	16	32	26	26	26	26	26	26	26	26	24	32	26	32	24	32	32	26	24	24	24	24	24	12	32	
